ticker,date,open,high,low,close,actual_return,MSCI,msci_return
SHIB,2023-04-12,1.11e-05,1.11e-05,1.07e-05,1.1e-05,-1.1,"2,795.48",-0.056952393
SOL,2023-04-12,23.2739,24.4846,22.3455,24.0288,3.315461116,"2,795.48",-0.056952393
TRX,2023-04-12,0.0663356,0.0665224,0.0622941,0.0649606,-2.072793492,"2,795.48",-0.056952393
USDC,2023-04-12,0.999989,1.00055,0.999639,0.999979,-0.010099192,"2,795.48",-0.056952393
USDT,2023-04-12,1.00098,1.00145,1.00056,1.00078,-0.020979231,"2,795.48",-0.056952393
XRP,2023-04-12,0.516211,0.518808,0.50019,0.505594,-2.055578695,"2,795.48",-0.056952393
ADA,2023-04-13,0.404035,0.42906,0.400158,0.425398,5.292625274,"2,829.20",1.206125603
AVAX,2023-04-13,18.2042,19.04,18.1341,18.8681,3.646960592,"2,829.20",1.206125603
BCH,2023-04-13,129.301,131.865,128.109,130.926,1.256757488,"2,829.20",1.206125603
BNB,2023-04-13,320.15,325.312,318.011,324.912,1.487427768,"2,829.20",1.206125603
BTC,2023-04-13,29967.5,30607.8,29828.9,30312.8,1.152248269,"2,829.20",1.206125603
DAI,2023-04-13,0.99978,1.00174,0.9992,1.00036,0.058012763,"2,829.20",1.206125603
DOGE,2023-04-13,0.0828756,0.0888509,0.0828748,0.0870725,5.064096067,"2,829.20",1.206125603
DOT,2023-04-13,6.40039,6.62375,6.35303,6.58572,2.831339128,"2,829.20",1.206125603
ETH,2023-04-13,1918.19,2024.31,1901.24,2008.45,4.70547756,"2,829.20",1.206125603
ICP,2023-04-13,5.41322,5.51288,5.26816,5.44923,0.851715924,"2,829.20",1.206125603
LINK,2023-04-13,7.23344,7.55332,7.17758,7.45855,3.076448948,"2,829.20",1.206125603
LTC,2023-04-13,92.2919,94.6293,91.7679,94.0602,1.927030111,"2,829.20",1.206125603
MATIC,2023-04-13,1.10266,1.14015,1.09705,1.13339,2.805543965,"2,829.20",1.206125603
SHIB,2023-04-13,1.1e-05,1.12e-05,1.09e-05,1.11e-05,1.39,"2,829.20",1.206125603
SOL,2023-04-13,24.0268,25.3019,23.6414,24.5506,2.171560794,"2,829.20",1.206125603
TRX,2023-04-13,0.0649506,0.065543,0.0645193,0.0651325,0.26462194,"2,829.20",1.206125603
USDC,2023-04-13,0.999979,1.00049,0.999699,0.999959,-0.002000042,"2,829.20",1.206125603
USDT,2023-04-13,1.00078,1.00137,1.0006,1.00096,0.017985971,"2,829.20",1.206125603
XRP,2023-04-13,0.505294,0.516136,0.501821,0.511491,1.166350867,"2,829.20",1.206125603
ADA,2023-04-14,0.425188,0.444374,0.423611,0.437173,2.767996088,"2,825.75",-0.121836691
AVAX,2023-04-14,18.8681,19.3411,18.4879,18.9958,0.676803706,"2,825.75",-0.121836691
BCH,2023-04-14,131.024,134.437,129.011,132.51,1.209843729,"2,825.75",-0.121836691
BNB,2023-04-14,324.912,335.866,323.436,328.973,1.24987689,"2,825.75",-0.121836691
BTC,2023-04-14,30312.8,31034.1,29994.2,30479.4,0.549602808,"2,825.75",-0.121836691
DAI,2023-04-14,1.00015,1.00098,0.99907,0.99983,-0.052980927,"2,825.75",-0.121836691
DOGE,2023-04-14,0.0870825,0.0914495,0.0854766,0.0886536,1.815843119,"2,825.75",-0.121836691
DOT,2023-04-14,6.58452,6.84829,6.54459,6.71887,2.02179868,"2,825.75",-0.121836691
ETH,2023-04-14,2007.95,2130.71,2006.45,2105.86,4.850008713,"2,825.75",-0.121836691
ICP,2023-04-14,5.44823,5.65703,5.33959,5.49456,0.831860648,"2,825.75",-0.121836691
LINK,2023-04-14,7.45735,7.90711,7.43422,7.74282,3.811330621,"2,825.75",-0.121836691
LTC,2023-04-14,94.0602,99.3391,93.7953,96.2398,2.317239385,"2,825.75",-0.121836691
MATIC,2023-04-14,1.13369,1.1913,1.1309,1.16226,2.54722558,"2,825.75",-0.121836691
SHIB,2023-04-14,1.11e-05,1.15e-05,1.1e-05,1.13e-05,1.25,"2,825.75",-0.121836691
SOL,2023-04-14,24.5334,25.5001,23.7684,24.5102,-0.164558096,"2,825.75",-0.121836691
TRX,2023-04-14,0.0651225,0.0670663,0.0651118,0.066265,1.73876329,"2,825.75",-0.121836691
USDC,2023-04-14,0.999959,1.00029,0.999349,1.00003,0.007100291,"2,825.75",-0.121836691
USDT,2023-04-14,1.00096,1.0011,1.00055,1.00083,-0.012987532,"2,825.75",-0.121836691
XRP,2023-04-14,0.51139,0.547001,0.51139,0.525136,2.667691123,"2,825.75",-0.121836691
ADA,2023-04-17,0.453778,0.454299,0.43171,0.434096,-4.328929911,"2,827.24",0.052658586
AVAX,2023-04-17,20.4837,21.2634,19.9778,20.5623,0.33375785,"2,827.24",0.052658586
BCH,2023-04-17,135.491,135.592,130.39,131.628,-2.85182889,"2,827.24",0.052658586
BNB,2023-04-17,349.434,350.263,337.833,339.8,-2.75702994,"2,827.24",0.052658586
BTC,2023-04-17,30406.0,30425.5,29260.8,29469.6,-3.080611584,"2,827.24",0.052658586
DAI,2023-04-17,0.999679,1.00076,0.999079,0.99998,0.040116889,"2,827.24",0.052658586
DOGE,2023-04-17,0.0910709,0.0949064,0.0882393,0.0918541,0.859989305,"2,827.24",0.052658586
DOT,2023-04-17,6.86366,6.87594,6.62963,6.68164,-2.672357285,"2,827.24",0.052658586
ETH,2023-04-17,2129.18,2130.83,2057.86,2077.14,-2.440926021,"2,827.24",0.052658586
ICP,2023-04-17,6.10615,6.26207,5.8415,6.19171,1.384606568,"2,827.24",0.052658586
LINK,2023-04-17,8.15004,8.30228,7.87468,8.22925,0.960500358,"2,827.24",0.052658586
LTC,2023-04-17,101.179,101.531,97.4076,98.5181,-2.687600628,"2,827.24",0.052658586
MATIC,2023-04-17,1.18601,1.18917,1.14799,1.15559,-2.617452492,"2,827.24",0.052658586
SHIB,2023-04-17,1.17e-05,1.17e-05,1.12e-05,1.14e-05,-2.41,"2,827.24",0.052658586
SOL,2023-04-17,25.3172,26.0077,24.3601,24.7316,-2.231955788,"2,827.24",0.052658586
TRX,2023-04-17,0.0667253,0.0667607,0.0654064,0.0658088,-1.329179118,"2,827.24",0.052658586
USDC,2023-04-17,0.999879,1.00031,0.9995,0.99989,0.012102796,"2,827.24",0.052658586
USDT,2023-04-17,1.00067,1.00117,1.00035,1.00059,-0.007994644,"2,827.24",0.052658586
XRP,2023-04-17,0.523256,0.523356,0.50705,0.511702,-2.188282519,"2,827.24",0.052658586
ADA,2023-04-18,0.434086,0.447985,0.428044,0.441505,1.706765324,"2,835.89",0.305987681
AVAX,2023-04-18,20.5621,21.5569,20.2989,21.1536,2.87565107,"2,835.89",0.305987681
BCH,2023-04-18,131.658,134.181,130.347,133.203,1.196553925,"2,835.89",0.305987681
BNB,2023-04-18,339.8,346.735,337.248,342.458,0.782224838,"2,835.89",0.305987681
BTC,2023-04-18,29469.6,30496.3,29121.5,30376.8,3.078426582,"2,835.89",0.305987681
DAI,2023-04-18,1.0002,1.00081,0.998889,0.99927,-0.07100142,"2,835.89",0.305987681
DOGE,2023-04-18,0.0918151,0.0949479,0.0898213,0.0934569,1.744941162,"2,835.89",0.305987681
DOT,2023-04-18,6.68164,6.98382,6.59317,6.88657,3.06706138,"2,835.89",0.305987681
ETH,2023-04-18,2077.12,2124.58,2051.9,2093.41,0.78328856,"2,835.89",0.305987681
ICP,2023-04-18,6.18565,7.00203,6.1307,6.84216,10.50517547,"2,835.89",0.305987681
LINK,2023-04-18,8.23836,8.79622,8.03353,8.60786,4.60078379,"2,835.89",0.305987681
LTC,2023-04-18,98.5081,103.353,97.672,101.477,3.003407496,"2,835.89",0.305987681
MATIC,2023-04-18,1.15598,1.18437,1.14288,1.16811,1.083429244,"2,835.89",0.305987681
SHIB,2023-04-18,1.14e-05,1.17e-05,1.13e-05,1.16e-05,1.54,"2,835.89",0.305987681
SOL,2023-04-18,24.7255,25.4428,24.0204,24.8101,0.317407689,"2,835.89",0.305987681
TRX,2023-04-18,0.0658188,0.0668361,0.0655282,0.0666513,1.280223921,"2,835.89",0.305987681
USDC,2023-04-18,0.99989,1.00051,0.99914,0.99997,0.00800088,"2,835.89",0.305987681
USDT,2023-04-18,1.00059,1.00073,0.99934,1.00017,-0.041975235,"2,835.89",0.305987681
XRP,2023-04-18,0.511602,0.526495,0.509424,0.523489,2.30348914,"2,835.89",0.305987681
ADA,2023-04-19,0.441561,0.444208,0.408201,0.41787,-5.353280257,"2,833.39",-0.088120515
AVAX,2023-04-19,21.1634,21.2391,18.9571,19.2706,-8.901558127,"2,833.39",-0.088120515
BCH,2023-04-19,133.22,133.926,124.359,126.35,-5.144779021,"2,833.39",-0.088120515
BNB,2023-04-19,342.355,343.817,321.819,324.879,-5.133184215,"2,833.39",-0.088120515
BTC,2023-04-19,30376.8,30427.6,28834.6,29180.7,-3.937544442,"2,833.39",-0.088120515
DAI,2023-04-19,0.99939,1.00097,0.99871,1.00015,0.088064287,"2,833.39",-0.088120515
DOGE,2023-04-19,0.093456,0.0941811,0.0853206,0.0883095,-5.507779522,"2,833.39",-0.088120515
DOT,2023-04-19,6.88413,6.93561,6.28106,6.3694,-7.509834359,"2,833.39",-0.088120515
ETH,2023-04-19,2093.4,2108.34,1951.94,1975.9,-5.613329448,"2,833.39",-0.088120515
ICP,2023-04-19,6.84516,7.23739,6.08825,6.21342,-9.189203409,"2,833.39",-0.088120515
LINK,2023-04-19,8.61128,8.62976,7.72596,7.90064,-8.215979349,"2,833.39",-0.088120515
LTC,2023-04-19,101.505,101.991,91.2729,92.9411,-8.411659785,"2,833.39",-0.088120515
MATIC,2023-04-19,1.16819,1.17802,1.08606,1.10132,-5.717783428,"2,833.39",-0.088120515
SHIB,2023-04-19,1.16e-05,1.16e-05,1.08e-05,1.1e-05,-5.16,"2,833.39",-0.088120515
SOL,2023-04-19,24.8039,24.9903,21.9738,23.0096,-7.257125122,"2,833.39",-0.088120515
TRX,2023-04-19,0.0666713,0.0671589,0.0650537,0.0666166,-0.052062,"2,833.39",-0.088120515
USDC,2023-04-19,0.99986,1.00097,0.99963,1.00005,0.00800024,"2,833.39",-0.088120515
USDT,2023-04-19,1.00015,1.00158,1.00015,1.00055,0.037993541,"2,833.39",-0.088120515
XRP,2023-04-19,0.523489,0.539113,0.480599,0.495072,-5.428385315,"2,833.39",-0.088120515
ADA,2023-04-20,0.41851,0.422057,0.395731,0.403012,-3.555651279,"2,822.54",-0.383074691
AVAX,2023-04-20,19.2804,19.4329,18.2522,18.4218,-4.404637116,"2,822.54",-0.383074691
BCH,2023-04-20,126.45,126.869,121.398,122.6,-2.967946181,"2,822.54",-0.383074691
BNB,2023-04-20,324.975,326.849,315.29,318.125,-2.078927847,"2,822.54",-0.383074691
BTC,2023-04-20,29190.7,29246.1,28001.2,28232.7,-3.248722615,"2,822.54",-0.383074691
DAI,2023-04-20,1.00015,1.0008,0.998499,0.9997,-0.044993251,"2,822.54",-0.383074691
DOGE,2023-04-20,0.0883396,0.093555,0.0825691,0.0840257,-4.850893732,"2,822.54",-0.383074691
DOT,2023-04-20,6.3729,6.43949,6.06452,6.09689,-4.278424969,"2,822.54",-0.383074691
ETH,2023-04-20,1976.23,1979.28,1915.83,1942.88,-1.671137203,"2,822.54",-0.383074691
ICP,2023-04-20,6.21435,6.39617,5.82496,5.87247,-5.487316164,"2,822.54",-0.383074691
LINK,2023-04-20,7.89286,7.95677,7.46206,7.5543,-4.383695498,"2,822.54",-0.383074691
LTC,2023-04-20,92.9402,93.3527,87.1195,89.0971,-4.13595277,"2,822.54",-0.383074691
MATIC,2023-04-20,1.10141,1.10476,1.03925,1.04918,-4.734318817,"2,822.54",-0.383074691
SHIB,2023-04-20,1.1e-05,1.1e-05,1.04e-05,1.06e-05,-3.52,"2,822.54",-0.383074691
SOL,2023-04-20,23.0526,23.1534,21.5919,22.1097,-3.910976288,"2,822.54",-0.383074691
TRX,2023-04-20,0.066636,0.0671801,0.0646978,0.0653352,-1.923544582,"2,822.54",-0.383074691
USDC,2023-04-20,1.00004,1.00047,0.99954,0.99998,-0.00699965,"2,822.54",-0.383074691
USDT,2023-04-20,1.00039,1.00088,0.99963,1.00008,-0.046974164,"2,822.54",-0.383074691
XRP,2023-04-20,0.495267,0.499505,0.465156,0.472138,-4.632457501,"2,822.54",-0.383074691
ADA,2023-04-21,0.402668,0.407054,0.379668,0.380048,-5.698093357,"2,823.07",0.019060873
AVAX,2023-04-21,18.4213,18.5613,16.7482,16.7782,-8.92203802,"2,823.07",0.019060873
BCH,2023-04-21,122.489,124.942,118.268,119.037,-2.906199021,"2,823.07",0.019060873
BNB,2023-04-21,318.122,332.617,315.297,319.565,0.452652259,"2,823.07",0.019060873
BTC,2023-04-21,28232.4,28371.5,27183.9,27277.0,-3.385081838,"2,823.07",0.019060873
DAI,2023-04-21,0.99996,1.0009,0.99882,1.0003,0.060018005,"2,823.07",0.019060873
DOGE,2023-04-21,0.0840069,0.0846907,0.0766054,0.0777324,-7.489732308,"2,823.07",0.019060873
DOT,2023-04-21,6.09553,6.17109,5.78176,5.80726,-4.75045474,"2,823.07",0.019060873
ETH,2023-04-21,1942.86,1956.42,1824.83,1840.65,-5.261776332,"2,823.07",0.019060873
ICP,2023-04-21,5.87641,5.93447,5.39346,5.4484,-7.221322544,"2,823.07",0.019060873
LINK,2023-04-21,7.56193,7.61578,7.01183,7.04453,-6.748077254,"2,823.07",0.019060873
LTC,2023-04-21,89.0362,91.0082,84.4807,84.5207,-5.136418582,"2,823.07",0.019060873
MATIC,2023-04-21,1.04907,1.05784,0.99959,1.00779,-3.944985608,"2,823.07",0.019060873
SHIB,2023-04-21,1.06e-05,1.07e-05,1e-05,1.01e-05,-4.18,"2,823.07",0.019060873
SOL,2023-04-21,22.1047,22.4065,20.9995,21.2238,-4.006838627,"2,823.07",0.019060873
TRX,2023-04-21,0.0653546,0.0659969,0.0642859,0.0649029,-0.661664769,"2,823.07",0.019060873
USDC,2023-04-21,0.99997,1.0005,0.99952,1.00019,0.02100042,"2,823.07",0.019060873
USDT,2023-04-21,1.00007,1.00033,0.99928,0.99989,-0.01899848,"2,823.07",0.019060873
XRP,2023-04-21,0.472033,0.479205,0.440316,0.442351,-6.308960516,"2,823.07",0.019060873
ADA,2023-04-24,0.386429,0.397192,0.380112,0.382988,-0.841706819,"2,826.85",0.133896596
AVAX,2023-04-24,16.6808,17.2612,16.551,16.9303,1.434922233,"2,826.85",0.133896596
BCH,2023-04-24,119.156,121.649,118.702,119.142,-0.070454431,"2,826.85",0.133896596
BNB,2023-04-24,329.716,333.927,327.762,331.307,0.482536486,"2,826.85",0.133896596
BTC,2023-04-24,27519.2,27999.7,27073.5,27415.2,-0.377917963,"2,826.85",0.133896596
DAI,2023-04-24,0.99925,1.00094,0.99916,0.99952,-0.003001351,"2,826.85",0.133896596
DOGE,2023-04-24,0.0780429,0.0800392,0.0771637,0.0782606,0.235280858,"2,826.85",0.133896596
DOT,2023-04-24,5.85419,6.01168,5.8018,5.88822,0.581293057,"2,826.85",0.133896596
ETH,2023-04-24,1854.76,1889.09,1810.43,1833.05,-1.169968999,"2,826.85",0.133896596
ICP,2023-04-24,5.37827,5.576,5.26132,5.36811,-0.207463094,"2,826.85",0.133896596
LINK,2023-04-24,7.02385,7.26811,6.98563,7.07584,0.770320789,"2,826.85",0.133896596
LTC,2023-04-24,86.1743,89.0062,85.6509,88.2018,2.352789637,"2,826.85",0.133896596
MATIC,2023-04-24,0.99855,1.02273,0.97338,0.98912,-0.944369336,"2,826.85",0.133896596
SHIB,2023-04-24,1.03e-05,1.04e-05,1.01e-05,1.02e-05,-0.295,"2,826.85",0.133896596
SOL,2023-04-24,21.3832,22.0099,21.0139,21.3785,-0.078054891,"2,826.85",0.133896596
TRX,2023-04-24,0.0666433,0.0669793,0.0658313,0.0661913,-0.678237722,"2,826.85",0.133896596
USDC,2023-04-24,0.99985,1.00034,0.99966,1.00002,0.00700035,"2,826.85",0.133896596
USDT,2023-04-24,1.00005,1.00034,0.99989,1.00002,-0.00299985,"2,826.85",0.133896596
XRP,2023-04-24,0.462523,0.485381,0.44789,0.460109,-0.500407635,"2,826.85",0.133896596
ADA,2023-04-25,0.383121,0.393289,0.37656,0.39242,2.462740347,"2,789.54",-1.319912525
AVAX,2023-04-25,16.9303,17.7632,16.75,17.6941,4.511438073,"2,789.54",-1.319912525
BCH,2023-04-25,119.104,119.946,116.607,119.929,0.660556311,"2,789.54",-1.319912525
BNB,2023-04-25,331.307,337.554,328.63,337.378,1.832439399,"2,789.54",-1.319912525
BTC,2023-04-25,27414.1,28314.5,27194.7,28274.5,3.1343926,"2,789.54",-1.319912525
DAI,2023-04-25,0.99943,1.00059,0.99843,0.99953,0.00100048,"2,789.54",-1.319912525
DOGE,2023-04-25,0.0782613,0.0798193,0.0775741,0.0795473,1.64412233,"2,789.54",-1.319912525
DOT,2023-04-25,5.89098,5.99526,5.77974,5.99388,1.794430235,"2,789.54",-1.319912525
ETH,2023-04-25,1833.05,1872.49,1801.88,1870.93,2.066501187,"2,789.54",-1.319912525
ICP,2023-04-25,5.36816,5.51732,5.17452,5.51627,2.760003055,"2,789.54",-1.319912525
LINK,2023-04-25,7.07084,7.28978,6.95293,7.26027,2.606474991,"2,789.54",-1.319912525
LTC,2023-04-25,88.2027,91.7847,87.19,91.2419,3.446755055,"2,789.54",-1.319912525
MATIC,2023-04-25,0.98823,1.01241,0.94968,1.00853,1.962350372,"2,789.54",-1.319912525
SHIB,2023-04-25,1.02e-05,1.04e-05,1.01e-05,1.04e-05,1.49,"2,789.54",-1.319912525
SOL,2023-04-25,21.3467,21.7733,20.75,21.7011,1.50899268,"2,789.54",-1.319912525
TRX,2023-04-25,0.066182,0.0662313,0.065248,0.0658751,-0.477706285,"2,789.54",-1.319912525
USDC,2023-04-25,1.00003,1.00037,0.9991,1.00014,0.01199976,"2,789.54",-1.319912525
USDT,2023-04-25,1.00003,1.00047,0.99988,1.00023,0.02099958,"2,789.54",-1.319912525
XRP,2023-04-25,0.460014,0.47228,0.450641,0.469908,2.129712742,"2,789.54",-1.319912525
ADA,2023-04-26,0.39223,0.417093,0.378252,0.397137,1.202028439,"2,779.71",-0.352423444
AVAX,2023-04-26,17.6941,18.2337,16.4221,17.1855,-2.874404463,"2,779.71",-0.352423444
BCH,2023-04-26,120.028,123.399,112.021,117.538,-1.993679594,"2,779.71",-0.352423444
BNB,2023-04-26,337.478,345.069,324.765,331.106,-1.85904238,"2,779.71",-0.352423444
BTC,2023-04-26,28269.4,30028.9,27379.3,28686.8,1.458204389,"2,779.71",-0.352423444
DAI,2023-04-26,0.99953,1.00063,0.99905,0.99944,-0.009004232,"2,779.71",-0.352423444
DOGE,2023-04-26,0.0795793,0.0836107,0.0747742,0.0787802,-0.964331913,"2,779.71",-0.352423444
DOT,2023-04-26,5.99368,6.21909,5.59916,5.86388,-2.168878923,"2,779.71",-0.352423444
ETH,2023-04-26,1870.94,1965.37,1803.04,1878.51,0.405146104,"2,779.71",-0.352423444
ICP,2023-04-26,5.51927,5.71451,5.04901,5.34571,-3.091944375,"2,779.71",-0.352423444
LINK,2023-04-26,7.26977,7.50223,6.71514,7.03195,-3.144786626,"2,779.71",-0.352423444
LTC,2023-04-26,91.221,93.9732,84.967,88.7184,-2.765724958,"2,779.71",-0.352423444
MATIC,2023-04-26,1.00955,1.05857,0.95798,0.96381,-4.434176475,"2,779.71",-0.352423444
SHIB,2023-04-26,1.04e-05,1.08e-05,9.81e-06,1.02e-05,-2.01,"2,779.71",-0.352423444
SOL,2023-04-26,21.7412,22.965,20.3838,21.5114,-0.874149237,"2,779.71",-0.352423444
TRX,2023-04-26,0.0658651,0.0671294,0.0640628,0.0654209,-0.689486619,"2,779.71",-0.352423444
USDC,2023-04-26,1.00013,1.0005,0.99961,0.99992,-0.02199692,"2,779.71",-0.352423444
USDT,2023-04-26,1.00024,1.00051,0.9998,1.00032,0.00899793,"2,779.71",-0.352423444
XRP,2023-04-26,0.470008,0.483235,0.439357,0.459647,-2.183618921,"2,779.71",-0.352423444
ADA,2023-04-27,0.397237,0.418516,0.394851,0.411446,3.60303875,"2,815.77",1.297149236
AVAX,2023-04-27,17.1855,17.929,17.0456,17.8159,3.668208664,"2,815.77",1.297149236
BCH,2023-04-27,117.538,120.336,116.237,117.341,-0.16760537,"2,815.77",1.297149236
BNB,2023-04-27,331.106,336.728,328.715,334.21,0.937464135,"2,815.77",1.297149236
BTC,2023-04-27,28686.8,29893.0,28182.0,29656.8,3.381346124,"2,815.77",1.297149236
DAI,2023-04-27,0.99932,1.00088,0.99911,0.99997,0.053029697,"2,815.77",1.297149236
DOGE,2023-04-27,0.078266,0.0809744,0.078046,0.0802855,1.910759302,"2,815.77",1.297149236
DOT,2023-04-27,5.86388,6.05037,5.80595,5.98287,2.029202508,"2,815.77",1.297149236
ETH,2023-04-27,1878.51,1939.8,1857.0,1916.05,1.998392343,"2,815.77",1.297149236
ICP,2023-04-27,5.33371,5.78066,5.25773,5.73889,7.355056672,"2,815.77",1.297149236
LINK,2023-04-27,7.02965,7.232,6.96381,7.16126,1.838892484,"2,815.77",1.297149236
LTC,2023-04-27,88.7184,90.6663,87.6215,89.9697,1.410417681,"2,815.77",1.297149236
MATIC,2023-04-27,0.99062,1.03044,0.97722,1.01303,5.106815659,"2,815.77",1.297149236
SHIB,2023-04-27,1.02e-05,1.04e-05,1.01e-05,1.03e-05,1.28,"2,815.77",1.297149236
SOL,2023-04-27,21.5091,22.5023,21.0869,22.3373,3.839359595,"2,815.77",1.297149236
TRX,2023-04-27,0.0654309,0.0660873,0.0650247,0.0657817,0.551505711,"2,815.77",1.297149236
USDC,2023-04-27,1.00002,1.00026,0.99969,1.00003,0.01100088,"2,815.77",1.297149236
USDT,2023-04-27,1.00032,1.00055,1.00008,1.00033,0.00099968,"2,815.77",1.297149236
XRP,2023-04-27,0.459747,0.47006,0.455955,0.466454,1.480919053,"2,815.77",1.297149236
ADA,2023-04-28,0.411546,0.411572,0.398135,0.405532,-1.437369667,"2,835.93",0.715968077
AVAX,2023-04-28,17.7959,17.8361,17.2764,17.5135,-1.697360223,"2,835.93",0.715968077
BCH,2023-04-28,117.239,120.249,116.049,117.991,0.553941078,"2,835.93",0.715968077
BNB,2023-04-28,334.21,334.307,318.931,324.25,-2.980162173,"2,835.93",0.715968077
BTC,2023-04-28,29656.8,29673.2,28905.2,29351.2,-1.030455073,"2,835.93",0.715968077
DAI,2023-04-28,0.99993,1.00116,0.999219,1.00107,0.1100033,"2,835.93",0.715968077
DOGE,2023-04-28,0.0802655,0.0807083,0.079045,0.0802908,0.006601441,"2,835.93",0.715968077
DOT,2023-04-28,5.98417,6.00114,5.78524,5.93006,-0.882686737,"2,835.93",0.715968077
ETH,2023-04-28,1916.04,1924.64,1875.22,1895.67,-1.063646565,"2,835.93",0.715968077
ICP,2023-04-28,5.73589,6.1594,5.67487,6.01563,4.822186869,"2,835.93",0.715968077
LINK,2023-04-28,7.16196,7.18933,6.95439,7.04702,-1.595249998,"2,835.93",0.715968077
LTC,2023-04-28,89.9597,90.397,88.064,89.5989,-0.412138753,"2,835.93",0.715968077
MATIC,2023-04-28,1.01353,1.01651,0.98032,0.99877,-1.407658213,"2,835.93",0.715968077
SHIB,2023-04-28,1.03e-05,1.03e-05,1.01e-05,1.02e-05,-0.635,"2,835.93",0.715968077
SOL,2023-04-28,22.3255,23.4593,22.1476,23.2752,4.198806481,"2,835.93",0.715968077
TRX,2023-04-28,0.0657717,0.0667333,0.0655238,0.0666113,1.261141016,"2,835.93",0.715968077
USDC,2023-04-28,0.99993,1.00056,0.9998,1.00037,0.03399898,"2,835.93",0.715968077
USDT,2023-04-28,1.00033,1.00086,1.0002,1.00077,0.043985485,"2,835.93",0.715968077
XRP,2023-04-28,0.465949,0.483055,0.462697,0.478768,2.639917334,"2,835.93",0.715968077
ADA,2023-05-01,0.397733,0.399764,0.380554,0.38414,-3.201745765,"2,833.60",-0.08226584
AVAX,2023-05-01,17.1996,17.2685,16.5097,16.6243,-3.345969139,"2,833.60",-0.08226584
BCH,2023-05-01,118.565,118.865,115.208,116.231,-2.218427163,"2,833.60",-0.08226584
BNB,2023-05-01,337.892,339.666,326.229,328.489,-2.811605008,"2,833.60",-0.08226584
BTC,2023-05-01,29428.0,29447.2,27666.7,27992.7,-4.877327715,"2,833.60",-0.08226584
DAI,2023-05-01,1.00046,1.00071,0.99787,0.99916,-0.130938459,"2,833.60",-0.08226584
DOGE,2023-05-01,0.0799846,0.0801635,0.0774864,0.0787015,-1.704955624,"2,833.60",-0.08226584
DOT,2023-05-01,5.90601,5.93377,5.59755,5.64432,-4.389629133,"2,833.60",-0.08226584
ETH,2023-05-01,1895.26,1896.56,1806.21,1824.84,-3.717109255,"2,833.60",-0.08226584
ICP,2023-05-01,6.43367,6.5006,5.62839,5.72755,-11.19623175,"2,833.60",-0.08226584
LINK,2023-05-01,7.06142,7.08902,6.79984,6.85915,-2.849304281,"2,833.60",-0.08226584
LTC,2023-05-01,88.8306,88.97,85.226,86.2133,-2.946394598,"2,833.60",-0.08226584
MATIC,2023-05-01,0.98545,0.98923,0.94635,0.95726,-2.366236256,"2,833.60",-0.08226584
SHIB,2023-05-01,1.01e-05,1.01e-05,9.75e-06,9.9e-06,-2.11,"2,833.60",-0.08226584
SOL,2023-05-01,23.0949,23.1707,21.5556,21.8598,-5.221123829,"2,833.60",-0.08226584
TRX,2023-05-01,0.0676779,0.0693701,0.0668941,0.0684585,1.137414572,"2,833.60",-0.08226584
USDC,2023-05-01,0.99997,1.00035,0.99959,1.00016,0.00899937,"2,833.60",-0.08226584
USDT,2023-05-01,1.00056,1.00058,0.99981,1.00026,-0.03098234,"2,833.60",-0.08226584
XRP,2023-05-01,0.474065,0.475204,0.454432,0.46292,-2.351973337,"2,833.60",-0.08226584
ADA,2023-05-02,0.38418,0.394938,0.381918,0.391208,1.839954183,"2,803.07",-1.077324035
AVAX,2023-05-02,16.6445,16.9817,16.5102,16.8703,1.479761554,"2,803.07",-1.077324035
BCH,2023-05-02,116.431,119.673,116.129,119.173,2.531166384,"2,803.07",-1.077324035
BNB,2023-05-02,328.485,329.486,322.006,322.196,-1.915741471,"2,803.07",-1.077324035
BTC,2023-05-02,27992.8,28896.3,27876.2,28677.9,2.447781029,"2,803.07",-1.077324035
DAI,2023-05-02,0.99916,1.00055,0.99872,0.999309,0.014912527,"2,803.07",-1.077324035
DOGE,2023-05-02,0.0786995,0.0790993,0.0775688,0.0788699,0.21397305,"2,803.07",-1.077324035
DOT,2023-05-02,5.64307,5.76024,5.6241,5.71168,1.193412138,"2,803.07",-1.077324035
ETH,2023-05-02,1824.84,1882.02,1821.52,1872.73,2.624339668,"2,803.07",-1.077324035
ICP,2023-05-02,5.72749,5.81283,5.6249,5.71448,-0.228195302,"2,803.07",-1.077324035
LINK,2023-05-02,6.85958,7.01554,6.80344,6.99947,2.04573453,"2,803.07",-1.077324035
LTC,2023-05-02,86.1924,89.1609,86.0263,88.3739,2.506109846,"2,803.07",-1.077324035
MATIC,2023-05-02,0.95893,0.976876,0.951918,0.974795,1.831790736,"2,803.07",-1.077324035
SHIB,2023-05-02,9.9e-06,1.01e-05,9.85e-06,1e-05,1.15,"2,803.07",-1.077324035
SOL,2023-05-02,21.8496,22.3871,21.7522,22.2335,1.709530737,"2,803.07",-1.077324035
TRX,2023-05-02,0.0684578,0.069955,0.0671875,0.0691121,0.954739002,"2,803.07",-1.077324035
USDC,2023-05-02,1.00016,1.00042,0.99979,1.00021,0.0049992,"2,803.07",-1.077324035
USDT,2023-05-02,1.00028,1.00073,0.99989,1.00061,0.034990902,"2,803.07",-1.077324035
