Date,USD,Euro,GBP,JPY,CNY,ARS,MSCI,Natural_Gas,Brent_Oil,Crude_Oil,Heating_Oil,Silver,Gold,GSCI_Precious_Metal,CAC40,DAX,Dow_Jones,FTSE_100,FTSE_MIB,Nikkei_225,Merval,SHCOMP,BTC,ETH,BNB,USDC,USDT,XRP,
9/21/23,1,0.478244561,0.73176681,-0.216596724,0.268972142,-0.002337005,-1.71,-4.5,-0.25,-0.72,1.24,-0.63,-1.4,-1.33,-1.59,-1.33,-1.08,-0.69,-1.78,-1.37,-1.47,-0.77,-1.841264689,-2.302526383,-1.68787982,0,-0.0099994,-3.029445885,
9/22/23,1,0.037523452,0.342661336,0.55623389,-0.117701804,0.005851378,-0.22,1.03,-0.03,0.45,-1.83,0.66,0.31,0.34,-0.4,-0.09,-0.31,0.07,-0.46,-0.52,-0.07,1.55,-0.170595883,0.330479668,0.091559452,0.00700028,-0.00300012,1.238519453,
9/25/23,1,0.651496554,0.319201179,0.33729088,0.178130995,-0.107577065,0,0.08,0.02,-0.39,-1.33,-1.93,-0.46,-0.6,-0.85,-0.98,0.13,-0.78,-0.68,0.85,-0.88,-0.54,-0.912882159,-0.177987421,-0.05674557,-0.00899874,-0.00899964,-0.561232542,
9/26/23,1,0.170244964,0.410913872,0.107570257,-0.013678019,0.116596757,-1.21,0.64,0.72,0.79,-1.18,-0.81,-0.87,-0.86,-0.7,-0.97,-1.14,0.02,-1,-1.11,-0.96,-0.43,-0.472252771,0.061115066,0.868366183,-0.0079996,-0.0380019,-0.632842335,
9/27/23,1,0.599429115,0.288469463,0.38952317,0.006839945,0.003278377,-0.14,4.07,2.76,3.64,2.82,-2.03,-1.51,-1.55,-0.03,-0.25,-0.2,-0.43,-0.31,0.18,2.53,0.16,0.405288634,0.409283816,-0.077101732,0.0100003,-0.031013336,-0.250556515,
9/28/23,1,-0.642843638,-0.73631678,-0.200695745,-0.129950072,-0.01045386,0.53,6.55,-1.21,-2.1,0.1,0.07,-0.65,-0.58,0.63,0.7,0.34,0.11,0.54,-1.54,4.39,0.1,2.834327233,3.490442984,1.775181542,0.03099783,0.072053319,1.613193763,
9/29/23,1,-0.056689342,0.073685934,0.167582786,-0.068483769,0.015887354,-0.09,-0.54,-0.07,-1,1.33,-1.28,-0.67,-0.72,0.26,0.41,-0.47,0.08,0.28,-0.05,-3.25,,-0.509174397,0.938617221,0.037209995,-0.047981767,-0.00900018,2.807421852,
10/2/23,1,0.8,0.692497939,0.247607575,0,0.40863715,-0.51,-3.04,-4.83,-2.17,-4.16,-4.58,-1.01,-1.34,-1.4,-0.91,-0.22,-1.28,-1.39,-0.31,-1.02,,1.066560746,-1.370850511,-0.168903156,-0.01199868,0.01799802,-0.888962626,
10/3/23,1,0.449631685,0.505427127,-0.427236315,0,-0.419494795,-1.38,3.84,0.23,0.46,-0.84,-0.21,-0.31,-0.3,-0.54,-1.06,-1.29,-0.54,-1.32,-1.64,0.83,,-0.29257429,-0.050135608,-0.216860938,-0.0100001,-0.029991303,0.008953789,
10/4/23,1,-0.617988211,-0.723862795,-0.221238938,0,0.007141216,0.4,0.44,-5.62,-5.61,-5.56,-1.08,-0.36,-0.43,0,0.1,0.38,-0.77,-0.17,-2.28,5.76,,1.052562427,-0.640002901,-0.134427489,0.00600066,0.00600006,3.431718876,
10/5/23,1,-0.085494443,-0.115027524,-0.228448565,0,0.00285978,0.2,6.89,-2.03,-2.27,-4.94,-0.6,-0.16,-0.2,0.02,-0.2,-0.03,0.53,0.2,1.8,3.26,,-0.832484596,-1.775450249,-1.104070615,0.02300115,0.0219989,-1.408660079,
10/6/23,1,-0.651189128,-0.685434517,0.397333154,0,0.001612919,1.02,5.43,0.61,0.58,1.12,3.35,0.73,0.96,0.88,1.06,0.87,0.58,1.16,-0.26,2.58,,2.171339916,2.355563812,1.532318111,-0.00699874,0.013996221,0.663242617,
10/9/23,1,-0.207195329,-0.268554687,-0.308559163,-0.016447368,-0.117515575,0.47,1.14,4.22,4.34,2.27,0.93,1.04,1.03,-0.55,-0.67,0.59,-0.03,-0.46,,3.13,-0.44,-1.105077198,-3.30642249,-2.447522693,-0.01699881,-0.035979492,-2.677750027,
10/10/23,1,-0.207195329,-0.268554687,-0.308559163,-0.016447368,0.112268255,1.02,0.18,-0.57,-0.47,1.8,0.13,0.59,0.55,2.01,1.95,0.4,1.82,2.3,2.43,7.59,-0.7,-0.714182292,-0.908993081,1.056493315,0.0110011,-0.0099979,-1.101046152,
10/11/23,1,-0.018832392,-0.130039012,0.370071323,0.060316938,0.012119246,0.4,-0.15,-2.09,-2.88,-0.72,0.82,0.64,0.66,-0.44,0.24,0.19,-0.11,0.36,0.6,2.68,0.12,-2.5812379,0.010859775,-1.093884128,0.00099999,-0.0399956,-2.442816924,
10/12/23,1,0.634890552,0.736859342,0.362003084,0.036990355,0.002815866,-0.53,-0.98,0.21,-0.69,1.55,-0.79,-0.23,-0.28,-0.37,-0.23,-0.51,0.32,0.26,1.75,6.16,0.94,0.107407366,-1.817856641,-0.34910445,0.00099998,-0.008002321,-0.74825824,
10/13/23,1,0.485621786,0.617843315,-0.060116225,0.041085197,0.001691209,-0.76,-3.23,5.69,5.77,5.48,4.26,3.11,3.21,-1.42,-1.55,0.12,-0.59,-0.9,-0.55,,-0.64,0.988433385,1.418236702,0.74687868,0.01499955,0.015005552,1.050451036,
10/16/23,1,-0.417219799,-0.48368585,-0.033417992,0.076660871,-0.025481082,0.81,-3.92,-1.36,-1.17,-1.95,-0.57,-0.37,-0.39,0.27,0.34,0.93,0.41,0.55,-2.03,,-0.46,4.61467144,1.920032812,2.374730578,-0.00299988,0.03699852,1.715501719,
10/17/23,1,-0.443689229,-0.065541537,0.093601658,0,0.024057547,0.11,-0.96,0.28,0,0.87,1.14,0.07,0.17,0.11,0.09,0.04,0.58,-0.09,1.2,8.28,0.32,0.220854581,-1.753702015,-1.681509912,-0.01399986,-0.003998361,-1.010251376,
10/18/23,1,0.579187239,0.46090535,0.100193708,0.076602148,-0.043125774,-1.27,-0.75,1.78,1.92,-1.18,0.33,1.68,1.56,-0.91,-1.03,-0.98,-1.14,-0.82,0.01,-3.01,-0.8,-0.776551172,-0.21248544,-0.347738751,0.00400052,-0.015994082,-0.776090164,
10/19/23,1,-0.359508042,0.041169205,0.040037368,-0.047839696,0.044086284,-0.96,-3.24,0.96,1.19,1.07,-0.29,0.62,0.54,-0.64,-0.33,-0.75,-1.17,-1.38,-1.91,-4.36,-1.74,1.19781444,0.315558577,-0.077016696,0.00900081,0.018996011,3.673020483,
10/20/23,1,-0.207703927,-0.065827368,-0.046691569,0.039657577,-0.039420458,-1.18,-1.96,-0.24,-0.69,-0.52,2.05,0.7,0.82,-1.52,-1.64,-0.86,-1.3,-1.4,-0.54,4.81,-0.74,3.536581956,2.806797693,1.240353598,0.012,0.0019992,2.928109017,
10/23/23,1,-0.507232763,-0.670208418,-0.04671338,0.004100882,0.008145363,-0.16,0.93,-2.53,-3.67,-1.94,-1.74,-0.33,-0.41,0.5,0.02,-0.58,-0.37,0.74,-0.83,-12.44,-1.47,6.338352358,4.95435492,4.30207611,0.048012483,0.017993882,3.876022797,
10/24/23,1,0.481359132,0.534100247,0.040058753,-0.092949507,0.011824594,0.55,1.54,-1.96,-2.05,-1.63,-0.42,-0.09,-0.11,0.63,0.54,0.62,0.2,0.05,0.2,-6.71,0.78,7.873565398,4.057358438,0.69428022,-0.063985923,-0.063966737,4.260180408,
10/25/23,1,0.113389398,0.247116969,0.066737854,0.102613217,-0.010768183,-1.07,1.31,2.34,1.97,-0.47,-0.45,0.44,0.36,0.31,0.08,-0.32,0.33,-0.52,0.67,4.91,0.4,1.237913065,0.113578506,-1.117546184,0.045018908,0.035004201,-1.371826117,
10/26/23,1,0.484238511,0.222901015,0.33346672,-0.020501606,0.016428697,-1.12,6.78,-2.44,-2.55,0.44,-0.44,0.13,0.08,-0.38,-1.08,-0.76,-0.81,0.29,-2.14,-1.91,0.48,-1.291929851,0.590161736,-0.066770931,-0.00299991,-0.021994941,-0.402687956,
10/27/23,1,-0.566465257,-0.312731462,-0.558362138,0.028708134,-0.056479652,-0.33,-1.56,2.9,2.8,0.26,-0.09,0.06,0.04,-1.36,-0.3,-1.12,-0.86,-0.8,1.27,-2.61,0.99,-0.782665283,-1.050058337,0.828692119,0.022,0.02099979,-1.025016492,
10/30/23,1,-0.263653484,-0.049354281,-0.394385027,-0.051933143,-0.083397722,0.94,5.94,-3.35,-3.78,-2.8,2.73,0.36,0.52,0.44,0.2,1.58,0.5,0.19,-0.95,-9.74,0.12,-0.676084414,0.230926419,0.129454099,-0.0219967,-0.0019993,3.775439729,
10/31/23,1,0.492051476,0.181293778,1.644184954,0.045123269,0.125462945,0.4,6.65,-0.05,-1.57,0.83,-1.9,-0.56,-0.68,0.89,0.64,0.38,-0.08,1.47,0.53,-2.12,-0.09,0.272042552,-0.008287568,-0.823929002,0.01900133,0.008997031,3.414054843,
11/1/23,1,0.284684001,0.0659685,-0.330120164,0.012300795,-0.000680165,1.04,-2.27,-3.18,-0.72,-0.99,-0.71,-0.34,-0.37,0.68,0.76,0.67,0.28,0.88,2.41,6.41,0.14,2.069781366,1.88695926,0.386663426,-0.0099988,-0.010995382,1.983815887,
11/2/23,1,-0.753437559,-0.394250513,-0.317965024,-0.020498804,-0.001682965,1.97,-0.63,2.62,2.51,2.16,0.25,0.3,0.3,1.85,1.48,1.7,1.42,1.77,1.1,6.14,-0.45,-1.405525188,-2.59173292,1.522208038,0.0099998,-0.017994422,-1.0080166,
11/3/23,1,-1.071461847,-1.608210765,-0.744284955,-0.211864407,0.02216665,1.1,1.24,-2.26,-2.36,-3.36,1.92,0.29,0.43,-0.19,0.3,0.66,-0.39,0.69,,-2.57,0.71,-0.436003483,1.990368288,-0.146556359,0.00699916,0.02599662,1.452085324,
11/6/23,1,-0.130268912,-0.137196352,0.274504553,-0.42462845,-0.802538951,0.2,-7.14,0.34,0.39,0.98,-0.22,-0.53,-0.5,-0.48,-0.35,0.1,0,-0.29,2.37,0,0.91,0.364305491,0.871670959,4.158220813,0.028108461,-0.051958433,10.66668097,
11/7/23,1,0.561429774,0.772608979,0.467383321,0.12793177,0.802044675,-0.07,-3.8,-4.19,-4.27,-3.86,-2.78,-0.76,-0.73,-0.39,0.11,0.17,-0.1,-0.69,-1.34,-4.09,-0.04,0.491664199,-1.222401412,-3.437032852,-0.00300006,0.017994961,-5.469994542,
11/8/23,1,-0.261315912,-0.040647102,0.199375291,0.016486234,-0.036776018,0.04,-1.08,-2.54,-2.64,-3.14,0.62,-0.8,-0.46,0.69,0.51,-0.12,-0.11,0.13,-0.33,-4.29,-0.16,1.397234428,0.574889915,0.180000081,-0.00300015,-0.023988965,0.752768847,
11/9/23,1,0.046685341,0.179167685,0.179080719,0.048076923,0.022747065,-0.33,-2.09,0.59,0.54,-1.09,0.78,0.61,0.84,1.13,0.81,-0.65,0.73,0.74,1.49,6.67,0.03,2.134864423,10.76899486,0.767783123,0.00700056,-0.00299934,-3.479741866,
11/10/23,1,0.093457944,0.089664167,0.344279661,0.075513146,0.000453439,0.76,-0.26,1.77,1.89,0.88,-2.72,-1.63,-1.51,-0.96,-0.77,1.15,-1.28,-0.49,-0.24,5.81,-0.47,2.244252591,-0.553266852,1.201060991,0.00300003,0.032993731,-0.28359347,
11/13/23,1,0.093457944,0.089664167,0.344279661,0.075513146,-0.138752892,0.13,5.41,1.34,1.41,3.51,0.35,0.65,0.83,0.6,0.73,0.16,0.89,1.48,0.05,-3.53,0.25,-1.858174002,-0.116896093,-2.829422129,-0.0109989,-0.012994672,-1.666984832,
11/14/23,1,-1.482368106,-1.722342386,-0.534441805,-0.49389491,0.142211508,2.02,-2.85,-0.06,0,-0.08,3.46,0.84,1.05,1.39,1.76,1.43,0.2,1.45,0.34,-0.38,0.31,-2.375535222,-3.505645259,0.315853093,0.00400004,-0.014995801,-3.760568526,
11/15/23,1,0.073712338,0.418309066,0.212271973,-0.088239349,0.030614973,0.4,8.24,-1.56,-2.04,-1.62,1.76,-0.11,0.06,0.33,0.86,0.47,0.62,0.42,2.52,-0.81,0.55,5.933126671,3.346149588,4.372119126,-0.00799976,0.039994801,3.056313554,
11/16/23,1,0.018431481,0.064396684,-0.317733501,-0.068997875,0.785102268,-0.07,-3.66,-4.63,-4.9,-4.26,1.68,1.17,1.22,-0.57,0.24,-0.13,-1.01,-0.71,-0.28,-4.3,-0.71,-3.98922776,-4.16157386,-3.953330223,0.0260013,-0.041977752,-5.202643552,
11/17/23,1,-0.257376597,-0.056315366,-0.511322133,-0.408749448,0.181000943,0.41,-3.33,4.12,4.1,1.56,-0.34,-0.13,-0.15,0.91,0.84,0,1.26,0.82,0.48,7.11,0.11,0.913267222,-0.24643182,0.764015527,-0.016996431,0.02299747,0.152991214,
11/20/23,1,-0.603015075,-0.599760096,-1.041249499,-0.610094287,-0.387956365,0.66,-7.95,2.12,2.25,5,0.45,-0.22,-0.29,0.18,-0.11,0.58,-0.11,0.15,-0.59,,0.46,1.239032776,2.217299376,4.074240628,0.0050003,0.024989005,-1.565233862,
11/21/23,1,0.201409869,-0.279106858,-0.256306489,-0.457589286,0.494911933,-0.17,-1.25,0.16,0.22,2.65,1.09,1.08,1.07,-0.24,-0.01,-0.18,-0.19,-1.32,-0.1,22.84,-0.01,-2.842611133,-4.067376569,-11.58435988,-0.00100001,-0.029979314,-5.300192589,
11/22/23,1,0.47833686,0.577478345,1.210440898,0.277497477,0.6004444,0.16,1.79,-0.59,-0.86,-1.22,-0.78,-0.44,-0.46,0.43,0.36,0.53,-0.17,0.01,0.29,5.83,-0.79,2.932100038,6.291039707,5.016327165,0.00400008,-0.008996491,5.676219734,
11/23/23,1,-0.576184379,-1.055471788,-0.066813657,-0.08665269,0.128329176,0.13,1.14,-0.66,-0.99,-0.76,-1.19,0.51,,0.24,0.23,,0.19,0.28,,4.81,0.6,-0.392713837,0.03437441,-0.991217382,-0.00799984,-0.015995201,1.124846012,
11/24/23,1,-0.576184379,-1.055471788,-0.066813657,-0.08665269,0.165495079,0.21,-2.56,-1.03,-1.05,-1.09,3.98,,0.72,0.2,0.22,0.33,0.06,0.67,0.52,4.39,-0.68,1.076649281,0.453489498,-0.490956404,-0.015100906,0.064990901,0.064938518,
11/27/23,1,-0.027429825,-0.095139935,-0.454636625,0.055953447,-0.250597677,-0.24,-2.14,-0.74,-0.9,0.08,1.4,0.47,0.56,-0.37,-0.39,-0.16,-0.37,-0.31,-0.53,-8.06,-0.3,-1.54934214,-2.748001213,-2.573466157,-0.01599872,-0.035986325,-2.87962387,
11/28/23,1,-0.635958935,-0.786596397,-0.994022433,-0.206911979,0.798576529,0.15,-3.15,2.13,2.07,2.43,1.05,1.37,1.31,-0.21,0.16,0.24,-0.07,0.12,-0.12,-8.33,0.23,2.154837666,1.47840548,1.425134103,0.01600128,0.05599888,1.587391368,
11/29/23,1,0.346430851,0.181245075,-0.013567601,-0.112076212,0.157803856,0.05,3.62,1.74,1.9,-0.64,0.56,1.33,0.36,0.24,1.09,0.04,-0.43,1.06,-0.26,2.19,-0.56,-0.232029586,-1.024733087,-1.003773946,-0.00599952,-0.045973335,-0.357158063,
11/30/23,1,0.559222589,0.39556962,0.325666599,0.084151473,0.118068802,0.32,-0.07,-0.32,-2.44,-2.01,0.85,-0.48,-0.35,0.59,0.3,1.47,0.41,0.16,0.5,2.91,0.26,-0.251619253,0.709118505,-0.083982992,0.00399992,0.00399952,-0.472658606,
