ticker,date,open,high,low,close,return
USDC,12/14/18,1.01,1.02,1,1.01,
USDC,12/15/18,1.01,1.02,1.01,1.01,0
USDC,12/16/18,1.01,1.03,0.9821,1.02,0.99009901
USDC,12/17/18,1.02,1.04,1,1.02,0
USDC,12/18/18,1.02,1.03,1.01,1.01,-0.980392157
USDC,12/19/18,1.01,1.03,0.9813,1.01,0
USDC,12/20/18,1.01,1.03,0.9968,1.01,0
USDC,12/21/18,1.01,1.03,1,1.02,0.99009901
USDC,12/22/18,1.02,1.03,1.01,1.02,0
USDC,12/23/18,1.02,1.04,1,1.01,-0.980392157
USDC,12/24/18,1.01,1.03,0.9996,1.02,0.99009901
USDC,12/25/18,1.02,1.04,1,1.02,0
USDC,12/26/18,1.02,1.03,1,1.02,0
USDC,12/27/18,1.02,1.03,1.01,1.02,0
USDC,12/28/18,1.02,1.04,1.01,1.02,0
USDC,12/29/18,1.02,1.04,1.01,1.02,0
USDC,12/30/18,1.02,1.04,1,1.02,0
USDC,12/31/18,1.02,1.03,1.01,1.02,0
USDC,1/1/19,1.02,1.04,1.01,1.02,0
USDC,1/2/19,1.02,1.03,1.01,1.02,0
USDC,1/3/19,1.02,1.03,0.994,1.02,0
USDC,1/4/19,1.02,1.03,1.01,1.02,0
USDC,1/5/19,1.02,1.03,1,1.02,0
USDC,1/6/19,1.02,1.03,1.01,1.02,0
USDC,1/7/19,1.02,1.03,0.9952,1.02,0
USDC,1/8/19,1.02,1.02,1,1.02,0
USDC,1/9/19,1.02,1.04,1,1.01,-0.980392157
USDC,1/10/19,1.01,1.03,0.998,0.9991,-1.079207921
USDC,1/11/19,0.9991,1,0.9978,0.9985,-0.060054049
USDC,1/12/19,0.9985,1.01,0.997,0.9992,0.070105158
USDC,1/13/19,0.9992,1.01,0.9904,1.01,1.080864692
USDC,1/14/19,1.01,1.01,0.99,0.9986,-1.128712871
USDC,1/15/19,0.9986,1.02,0.9985,0.9988,0.020028039
USDC,1/16/19,0.9988,1.01,0.9982,0.9986,-0.020024029
USDC,1/17/19,0.9986,1.01,0.9985,0.9986,0
USDC,1/18/19,0.9986,1.01,0.9986,0.9995,0.090126177
USDC,1/19/19,0.9995,1.02,0.998,0.9997,0.020010005
USDC,1/20/19,0.9997,1.01,0.9991,0.9998,0.010003001
USDC,1/21/19,0.9998,1.01,0.9989,0.9992,-0.060012002
USDC,1/22/19,0.9992,1,0.9975,0.9993,0.010008006
USDC,1/23/19,0.9993,1.01,0.9989,0.9994,0.010007005
USDC,1/24/19,0.9994,1.01,0.9989,0.9994,0
USDC,1/25/19,0.9994,1.01,0.9994,1,0.060036022
USDC,1/26/19,1,1.01,0.9997,1,0
USDC,1/27/19,1,1.01,0.9992,1,0
USDC,1/28/19,1,1.02,0.9972,1.01,1
USDC,1/29/19,1.01,1.01,1,1.01,0
USDC,1/30/19,1.01,1.03,1,1.01,0
USDC,1/31/19,1.01,1.02,1,1.01,0
USDC,2/1/19,1.01,1.02,0.9993,1.01,0
USDC,2/2/19,1.01,1.02,1.01,1.01,0
USDC,2/3/19,1.01,1.02,1.01,1.01,0
USDC,2/4/19,1.01,1.02,1,1.01,0
USDC,2/5/19,1.01,1.01,1,1.01,0
USDC,2/6/19,1.01,1.02,0.9992,1.01,0
USDC,2/7/19,1.01,1.02,1,1.01,0
USDC,2/8/19,1.01,1.03,0.9902,1.02,0.99009901
USDC,2/9/19,1.02,1.02,0.9972,1.01,-0.980392157
USDC,2/10/19,1.01,1.03,1.01,1.01,0
USDC,2/11/19,1.01,1.02,1.01,1.01,0
USDC,2/12/19,1.01,1.02,1,1.01,0
USDC,2/13/19,1.01,1.02,1,1.01,0
USDC,2/14/19,1.01,1.02,1.01,1.01,0
USDC,2/15/19,1.01,1.02,1.01,1.01,0
USDC,2/16/19,1.01,1.02,1.01,1.02,0.99009901
USDC,2/17/19,1.02,1.04,1.01,1.01,-0.980392157
USDC,2/18/19,1.01,1.03,1,1.02,0.99009901
USDC,2/19/19,1.02,1.02,1,1.01,-0.980392157
USDC,2/20/19,1.01,1.02,1.01,1.01,0
USDC,2/21/19,1.01,1.03,1.01,1.01,0
USDC,2/22/19,1.01,1.02,1.01,1.02,0.99009901
USDC,2/23/19,1.02,1.04,1.01,1.02,0
USDC,2/24/19,1.02,1.03,0.9984,1.02,0
USDC,2/25/19,1.02,1.02,1,1.01,-0.980392157
USDC,2/26/19,1.01,1.02,1,1.01,0
USDC,2/27/19,1.01,1.02,1,1.02,0.99009901
USDC,2/28/19,1.01,1.02,1.01,1.01,-0.980392157
