ticker,date,open,high,low,close
MATIC,6/25/2023,0.65201,0.680121,0.647498,0.666506
MATIC,6/26/2023,0.666437,0.671932,0.638177,0.641034
MATIC,6/27/2023,0.641136,0.672206,0.637639,0.670122
MATIC,6/28/2023,0.67022,0.671468,0.601125,0.618588
MATIC,6/29/2023,0.618681,0.643853,0.610852,0.623707
MATIC,6/30/2023,0.623624,0.667554,0.616876,0.660176
MATIC,7/1/2023,0.660176,0.676531,0.648644,0.670194
MATIC,7/2/2023,0.670392,0.677164,0.661042,0.67416
MATIC,7/3/2023,0.67416,0.720523,0.673562,0.709749
MATIC,7/4/2023,0.709737,0.718879,0.69081,0.698171
MATIC,7/5/2023,0.698441,0.70584,0.660279,0.669608
MATIC,7/6/2023,0.669401,0.699769,0.648647,0.670341
MATIC,7/7/2023,0.670347,0.680233,0.654124,0.674891
MATIC,7/8/2023,0.675362,0.686621,0.671012,0.675916
MATIC,7/9/2023,0.675909,0.700456,0.675509,0.687823
MATIC,7/10/2023,0.687623,0.748641,0.671402,0.737346
MATIC,7/11/2023,0.737156,0.749199,0.728401,0.738922
MATIC,7/12/2023,0.738916,0.757724,0.715238,0.723587
MATIC,7/13/2023,0.723587,0.88612,0.71255,0.84333
MATIC,7/14/2023,0.832734,0.87833,0.778179,0.797191
MATIC,7/15/2023,0.796928,0.825854,0.796515,0.797538
MATIC,7/16/2023,0.79733,0.802734,0.773578,0.780395
MATIC,7/17/2023,0.779858,0.789171,0.751045,0.783332
MATIC,7/18/2023,0.783611,0.783862,0.730572,0.735361
MATIC,7/19/2023,0.735361,0.756801,0.728406,0.747894
MATIC,7/20/2023,0.748694,0.801908,0.741845,0.769446
MATIC,7/21/2023,0.769397,0.781954,0.758264,0.771721
MATIC,7/22/2023,0.77174,0.775709,0.758504,0.759838
MATIC,7/23/2023,0.759852,0.768084,0.739473,0.753551
MATIC,7/24/2023,0.753284,0.761869,0.712414,0.726106
MATIC,7/25/2023,0.726814,0.72925,0.707808,0.710149
MATIC,7/26/2023,0.706981,0.731071,0.696661,0.723228
MATIC,7/27/2023,0.723222,0.735862,0.711922,0.716208
MATIC,7/28/2023,0.716006,0.721335,0.70478,0.710585
MATIC,7/29/2023,0.710578,0.724596,0.707449,0.720029
MATIC,7/30/2023,0.719992,0.720728,0.682408,0.693537
MATIC,7/31/2023,0.696038,0.707795,0.680563,0.68599
MATIC,8/1/2023,0.685784,0.692809,0.662946,0.68705
MATIC,8/2/2023,0.685851,0.702949,0.675727,0.683541
MATIC,8/3/2023,0.683535,0.685613,0.667101,0.668659
MATIC,8/4/2023,0.66911,0.677638,0.658071,0.662621
MATIC,8/5/2023,0.662621,0.670419,0.657332,0.66536
MATIC,8/6/2023,0.666293,0.677935,0.662472,0.665801
MATIC,8/7/2023,0.665801,0.679176,0.648249,0.660919
MATIC,8/8/2023,0.660825,0.697554,0.660707,0.689496
MATIC,8/9/2023,0.689475,0.699244,0.679975,0.686052
MATIC,8/10/2023,0.686064,0.701313,0.683021,0.686185
MATIC,8/11/2023,0.687171,0.688716,0.674522,0.678581
MATIC,8/12/2023,0.678652,0.682324,0.676457,0.68032
MATIC,8/13/2023,0.680339,0.690794,0.676459,0.68037
MATIC,8/14/2023,0.680363,0.684688,0.670995,0.679987
MATIC,8/15/2023,0.678318,0.681142,0.622521,0.638591
MATIC,8/16/2023,0.638589,0.640106,0.604167,0.615009
MATIC,8/17/2023,0.61471,0.62737,0.531262,0.560182
MATIC,8/18/2023,0.559487,0.584559,0.555111,0.577471
MATIC,8/19/2023,0.57751,0.587749,0.571454,0.576071
MATIC,8/20/2023,0.576144,0.581242,0.570178,0.577612
MATIC,8/21/2023,0.577685,0.580954,0.552117,0.56217
MATIC,8/22/2023,0.562017,0.562831,0.528725,0.535713
MATIC,8/23/2023,0.536319,0.56942,0.535009,0.561092
MATIC,8/24/2023,0.553795,0.560072,0.53692,0.543136
MATIC,8/25/2023,0.54314,0.555961,0.535613,0.544096
MATIC,8/26/2023,0.544096,0.548577,0.543746,0.5471
MATIC,8/27/2023,0.5471,0.566911,0.54491,0.55434
MATIC,8/28/2023,0.554634,0.566953,0.545113,0.558014
MATIC,8/29/2023,0.558014,0.631094,0.551618,0.596314
MATIC,8/30/2023,0.596318,0.597956,0.566907,0.572605
MATIC,8/31/2023,0.572581,0.588154,0.543394,0.548014
MATIC,9/1/2023,0.548002,0.553545,0.531196,0.539824
MATIC,9/2/2023,0.539626,0.547189,0.53595,0.53984
MATIC,9/3/2023,0.53954,0.546117,0.537124,0.540235
MATIC,9/4/2023,0.540231,0.554046,0.538807,0.54774
MATIC,9/5/2023,0.547748,0.564098,0.54577,0.557628
MATIC,9/6/2023,0.557628,0.568971,0.542944,0.55917
MATIC,9/7/2023,0.559185,0.565234,0.549852,0.554416
MATIC,9/8/2023,0.554216,0.55765,0.536091,0.541625
MATIC,9/9/2023,0.541783,0.543809,0.539142,0.540937
MATIC,9/10/2023,0.540937,0.541237,0.513365,0.525801
MATIC,9/11/2023,0.52581,0.526705,0.492441,0.500246
MATIC,9/12/2023,0.500255,0.517733,0.499189,0.509638
MATIC,9/13/2023,0.509655,0.522603,0.504986,0.514104
MATIC,9/14/2023,0.514119,0.527367,0.513068,0.524342
MATIC,9/15/2023,0.524051,0.528568,0.515094,0.522973
MATIC,9/16/2023,0.522928,0.535898,0.522928,0.528351
MATIC,9/17/2023,0.528239,0.529087,0.513103,0.515811
MATIC,9/18/2023,0.515825,0.535201,0.511888,0.527115
MATIC,9/19/2023,0.527083,0.545336,0.524621,0.544176
MATIC,9/20/2023,0.544177,0.549323,0.534901,0.544934
MATIC,9/21/2023,0.544832,0.545329,0.518198,0.520979
MATIC,9/22/2023,0.520884,0.524366,0.51697,0.520165
MATIC,9/23/2023,0.520169,0.523444,0.518763,0.520108
MATIC,9/24/2023,0.520037,0.526429,0.517428,0.519323
MATIC,9/25/2023,0.519322,0.520621,0.506746,0.517883
MATIC,9/26/2023,0.51797,0.5258,0.505561,0.510481
MATIC,9/27/2023,0.510581,0.515914,0.500327,0.501733
MATIC,9/28/2023,0.501945,0.523191,0.501696,0.518091
MATIC,9/29/2023,0.518308,0.52741,0.516361,0.525543
MATIC,9/30/2023,0.525559,0.537405,0.524087,0.535235
MATIC,10/1/2023,0.533465,0.563126,0.532411,0.55826
MATIC,10/2/2023,0.558472,0.576565,0.543319,0.546371
MATIC,10/3/2023,0.546665,0.577606,0.546011,0.56949
MATIC,10/4/2023,0.569493,0.599096,0.551112,0.561596
MATIC,10/5/2023,0.561723,0.566534,0.545343,0.548549
MATIC,10/6/2023,0.548547,0.569443,0.544321,0.56473
MATIC,10/7/2023,0.56859,0.580906,0.563573,0.564115
MATIC,10/8/2023,0.565859,0.568856,0.556607,0.56292
MATIC,10/9/2023,0.564415,0.564421,0.521208,0.528698
MATIC,10/10/2023,0.528643,0.534497,0.511331,0.518228
MATIC,10/11/2023,0.518301,0.522611,0.506606,0.512096
MATIC,10/12/2023,0.512117,0.51734,0.50084,0.506634
MATIC,10/13/2023,0.506775,0.524422,0.506683,0.519487
MATIC,10/14/2023,0.519587,0.521569,0.513678,0.516983
MATIC,10/15/2023,0.516987,0.520517,0.513009,0.515826
MATIC,10/16/2023,0.515822,0.54392,0.513768,0.533353
MATIC,10/17/2023,0.533345,0.53601,0.515829,0.521296
MATIC,10/18/2023,0.521059,0.525069,0.509957,0.511206
MATIC,10/19/2023,0.511179,0.520209,0.503397,0.517007
MATIC,10/20/2023,0.517006,0.546828,0.514647,0.537443
MATIC,10/21/2023,0.536992,0.575115,0.533432,0.570784
MATIC,10/22/2023,0.571181,0.594361,0.558508,0.591399
MATIC,10/23/2023,0.5901,0.633548,0.58959,0.616457
MATIC,10/24/2023,0.616471,0.66496,0.615022,0.626626
MATIC,10/25/2023,0.626724,0.646755,0.614348,0.626645
MATIC,10/26/2023,0.626751,0.658806,0.615497,0.630707
MATIC,10/27/2023,0.631695,0.63442,0.600925,0.611435
MATIC,10/28/2023,0.611415,0.626959,0.606634,0.624243
MATIC,10/29/2023,0.624247,0.64263,0.616026,0.641525
MATIC,10/30/2023,0.64132,0.649813,0.626544,0.646712
MATIC,10/31/2023,0.646021,0.657261,0.61938,0.633765
MATIC,11/1/2023,0.636453,0.66896,0.61706,0.662598
MATIC,11/2/2023,0.662205,0.688907,0.643889,0.659285
MATIC,11/3/2023,0.659687,0.673454,0.642585,0.668305
MATIC,11/4/2023,0.668268,0.6779,0.6626,0.677398
MATIC,11/5/2023,0.67728,0.699016,0.673377,0.688442
MATIC,11/6/2023,0.688349,0.733797,0.688257,0.732497
MATIC,11/7/2023,0.732604,0.747255,0.697616,0.741134
MATIC,11/8/2023,0.74104,0.809755,0.73483,0.787672
MATIC,11/9/2023,0.788074,0.851236,0.767509,0.835058
MATIC,11/10/2023,0.833857,0.871561,0.814412,0.851542
MATIC,11/11/2023,0.851035,0.85446,0.800639,0.806494
MATIC,11/12/2023,0.806372,0.927677,0.783089,0.907889
MATIC,11/13/2023,0.907764,0.953814,0.861623,0.892849
MATIC,11/14/2023,0.892648,0.983033,0.858879,0.918318
MATIC,11/15/2023,0.91853,0.96197,0.885878,0.928464
MATIC,11/16/2023,0.927953,0.944127,0.837792,0.856485
MATIC,11/17/2023,0.854993,0.872014,0.789747,0.835485
MATIC,11/18/2023,0.835685,0.838378,0.787414,0.828514
MATIC,11/19/2023,0.831885,0.851517,0.811678,0.837567
MATIC,11/20/2023,0.837269,0.867552,0.806566,0.814176
MATIC,11/21/2023,0.814661,0.820632,0.720973,0.727177
MATIC,11/22/2023,0.728378,0.783469,0.723974,0.777048
MATIC,11/23/2023,0.77704,0.785272,0.764668,0.777778
MATIC,11/24/2023,0.777778,0.795586,0.754003,0.759485
MATIC,11/25/2023,0.759471,0.777435,0.754566,0.775551
MATIC,11/26/2023,0.775551,0.78647,0.742951,0.765578
MATIC,11/27/2023,0.765991,0.768615,0.728481,0.738528
MATIC,11/28/2023,0.738616,0.758563,0.727264,0.749533
MATIC,11/29/2023,0.749736,0.770354,0.74333,0.75859
MATIC,11/30/2023,0.758598,0.780091,0.751742,0.761721
MATIC,12/1/2023,0.761717,0.799109,0.755051,0.792818
MATIC,12/2/2023,0.792801,0.825947,0.792508,0.81298
MATIC,12/3/2023,0.813074,0.82397,0.799487,0.819094
MATIC,12/4/2023,0.819403,0.837902,0.786664,0.800953
MATIC,12/5/2023,0.801233,0.820588,0.784309,0.803288
MATIC,12/6/2023,0.803597,0.847694,0.803403,0.821389
MATIC,12/7/2023,0.821491,0.85801,0.810605,0.834498
MATIC,12/8/2023,0.834983,0.910908,0.834299,0.901096
MATIC,12/9/2023,0.900767,0.945374,0.889401,0.894632
MATIC,12/10/2023,0.895034,0.930801,0.878594,0.923146
MATIC,12/11/2023,0.923129,0.939677,0.812081,0.839805
MATIC,12/12/2023,0.840113,0.894576,0.836566,0.870325
MATIC,12/13/2023,0.870309,0.896792,0.834534,0.887305
MATIC,12/14/2023,0.887305,0.902555,0.859976,0.88265
MATIC,12/15/2023,0.882049,0.886326,0.8436,0.844777
MATIC,12/16/2023,0.844877,0.866011,0.833834,0.84821
MATIC,12/17/2023,0.848349,0.852767,0.821891,0.826118
MATIC,12/18/2023,0.825181,0.825748,0.755979,0.797962
MATIC,12/19/2023,0.798359,0.822664,0.751095,0.763995
MATIC,12/20/2023,0.763411,0.797465,0.753751,0.771831
MATIC,12/21/2023,0.771823,0.812668,0.769033,0.811855
MATIC,12/22/2023,0.812255,0.876203,0.811354,0.866585
