ticker,date,open,high,low,close
USDT,6/25/2023,1.00062,1.00078,1.00022,1.00032
USDT,6/26/2023,1.00032,1.00068,0.99995,1.00021
USDT,6/27/2023,1.00021,1.00038,0.99985,1.00018
USDT,6/28/2023,1.00019,1.00029,0.99981,0.99999
USDT,6/29/2023,0.99999,1.00007,0.9997,0.99988
USDT,6/30/2023,0.99988,1,0.9994,0.99966
USDT,7/1/2023,0.99965,1,0.99945,1
USDT,7/2/2023,0.99999,1.0001,0.99979,1.00009
USDT,7/3/2023,1.00009,1.00041,0.99978,1.00007
USDT,7/4/2023,1.00007,1.00038,0.99997,1.00022
USDT,7/5/2023,1.0002,1.00028,0.9998,1.00016
USDT,7/6/2023,1.00015,1.00029,0.99972,0.99991
USDT,7/7/2023,0.99991,1.00021,0.99975,1.0001
USDT,7/8/2023,1.00009,1.00023,0.99971,1.00017
USDT,7/9/2023,1.00017,1.00027,1.00003,1.00018
USDT,7/10/2023,1.00018,1.00029,0.99977,1.0002
USDT,7/11/2023,1.00019,1.00026,0.9995,1.00002
USDT,7/12/2023,1.00004,1.00031,0.99973,0.99998
USDT,7/13/2023,0.99998,1.0009,0.99978,1.00039
USDT,7/14/2023,1.0004,1.00069,1.00012,1.00049
USDT,7/15/2023,1.00049,1.00059,1.00024,1.0003
USDT,7/16/2023,1.00029,1.0005,1.00026,1.00046
USDT,7/17/2023,1.00046,1.00056,1.00007,1.00017
USDT,7/18/2023,1.00017,1.00023,0.99995,1.00022
USDT,7/19/2023,1.00022,1.00031,0.99989,0.99999
USDT,7/20/2023,1,1.00013,0.99977,0.99991
USDT,7/21/2023,0.99991,1.00004,0.99985,1.00002
USDT,7/22/2023,1.00001,1.0002,0.99999,1.0001
USDT,7/23/2023,1.00011,1.00017,0.99989,0.99998
USDT,7/24/2023,0.99998,1.00005,0.99966,0.99988
USDT,7/25/2023,0.99988,0.99997,0.99972,0.99993
USDT,7/26/2023,0.99993,1.00009,0.9997,1.00004
USDT,7/27/2023,1.00004,1.00005,0.99972,0.99973
USDT,7/28/2023,0.99973,1.00001,0.99964,0.99998
USDT,7/29/2023,0.99998,1.00003,0.99989,0.99999
USDT,7/30/2023,0.99999,1.00007,0.9999,0.99991
USDT,7/31/2023,0.99992,0.99996,0.99964,0.99983
USDT,8/1/2023,0.99983,0.99991,0.99917,0.99949
USDT,8/2/2023,0.99949,0.99973,0.9991,0.99943
USDT,8/3/2023,0.99943,0.99949,0.99877,0.99919
USDT,8/4/2023,0.99918,0.99947,0.99895,0.99935
USDT,8/5/2023,1.0015,1.0033,0.9987,0.9989
USDT,8/6/2023,1.0002,1.0033,0.9961,0.9985
USDT,8/7/2023,0.9965,0.999,0.9806,0.99883
USDT,8/8/2023,0.99883,0.99997,0.9985,0.99985
USDT,8/9/2023,0.99985,0.99986,0.99906,0.99913
USDT,8/10/2023,0.99913,0.99943,0.99868,0.99894
USDT,8/11/2023,0.99894,0.999,0.99848,0.9989
USDT,8/12/2023,0.9989,0.99947,0.9989,0.99944
USDT,8/13/2023,0.99943,0.9995,0.99917,0.99921
USDT,8/14/2023,0.99921,0.99923,0.99839,0.99885
USDT,8/15/2023,0.99886,0.99922,0.99842,0.9989
USDT,8/16/2023,0.99889,0.999,0.99864,0.99888
USDT,8/17/2023,0.99888,1,0.99836,0.99943
USDT,8/18/2023,0.99942,1.00047,0.99913,0.9995
USDT,8/19/2023,0.99949,1,0.99939,0.99974
USDT,8/20/2023,0.9997,1,0.99969,0.99995
USDT,8/21/2023,0.99994,0.99997,0.9994,0.99985
USDT,8/22/2023,0.99985,0.99997,0.99936,0.99965
USDT,8/23/2023,0.99965,0.99996,0.99929,0.99981
USDT,8/24/2023,0.99981,0.99993,0.99934,0.99949
USDT,8/25/2023,0.99949,0.99973,0.99927,0.99944
USDT,8/26/2023,0.99944,0.9996,0.9992,0.99945
USDT,8/27/2023,0.99945,0.99965,0.9994,0.99953
