ticker,date,open,high,low,close
SOL,6/25/2023,16.5743,17.3902,16.4991,16.9253
SOL,6/26/2023,16.9295,17.1176,16.0606,16.0925
SOL,6/27/2023,16.0943,16.9352,15.9457,16.8961
SOL,6/28/2023,16.9093,16.925,15.6146,16.0052
SOL,6/29/2023,16.0042,18.2694,15.8647,17.6968
SOL,6/30/2023,17.7107,19.9936,17.1544,19.1387
SOL,7/1/2023,19.1376,19.3525,17.9127,18.3792
SOL,7/2/2023,18.3839,19.5848,18.3369,19.4851
SOL,7/3/2023,19.4849,19.7373,18.8734,19.095
SOL,7/4/2023,19.1032,19.929,19.0042,19.4312
SOL,7/5/2023,19.427,19.5262,18.451,18.7679
SOL,7/6/2023,18.7553,20.9753,18.7498,20.435
SOL,7/7/2023,20.4823,21.5719,19.2763,21.372
SOL,7/8/2023,21.3701,22.4613,21.3076,21.8209
SOL,7/9/2023,21.8101,22.3428,21.045,21.1087
SOL,7/10/2023,21.1115,21.7944,20.4999,21.3692
SOL,7/11/2023,21.4002,22.3359,21.1019,21.8486
SOL,7/12/2023,21.9,22.733,21.7662,22.0672
SOL,7/13/2023,22.063,26.7163,21.4399,25.692
SOL,7/14/2023,25.7034,31.254,25.2674,26.4931
SOL,7/15/2023,26.5531,29.0921,26.2717,27.4659
SOL,7/16/2023,27.4581,28.6197,26.5777,27.5776
SOL,7/17/2023,27.5779,28.4886,25.6945,26.8024
SOL,7/18/2023,26.8356,27.093,24.7739,25.2367
SOL,7/19/2023,25.2384,26.9839,25.2292,26.6716
SOL,7/20/2023,26.6798,27.358,25.0703,25.6256
SOL,7/21/2023,25.6228,25.9971,25.0794,25.6636
SOL,7/22/2023,25.6844,25.9651,25.1634,25.3138
SOL,7/23/2023,25.3207,25.3334,24.1644,24.5737
SOL,7/24/2023,24.5726,24.829,22.9064,23.4872
SOL,7/25/2023,23.4873,23.6058,22.7775,23.3033
SOL,7/26/2023,23.3067,25.6678,23.1316,25.2309
SOL,7/27/2023,25.3321,25.6494,24.678,25.0243
SOL,7/28/2023,25.0149,25.5367,24.5427,25.0345
SOL,7/29/2023,25.043,25.3793,24.7453,25.2218
SOL,7/30/2023,25.2267,25.2929,23.58,24.2859
SOL,7/31/2023,24.2859,24.7722,23.5655,23.753
SOL,8/1/2023,23.753,23.9847,22.8731,23.5679
SOL,8/2/2023,23.5675,24.2684,22.8871,23.1579
SOL,8/3/2023,23.1592,23.3735,22.4762,22.7802
SOL,8/4/2023,22.7682,23.5345,22.4683,22.9012
SOL,8/5/2023,22.8991,22.9201,22.2455,22.597
SOL,8/6/2023,22.6279,23.5303,22.5587,23.0854
SOL,8/7/2023,23.0849,23.5532,22.3478,22.9914
SOL,8/8/2023,22.9927,24.7707,22.9418,24.2743
SOL,8/9/2023,24.2743,24.9697,24.0499,24.3047
SOL,8/10/2023,24.3019,24.8467,24.1175,24.663
SOL,8/11/2023,24.6619,24.8913,24.3251,24.493
SOL,8/12/2023,24.493,24.8397,24.3794,24.7222
SOL,8/13/2023,24.7291,25.1316,24.3744,24.4407
SOL,8/14/2023,24.4398,25.2606,24.0424,24.9512
SOL,8/15/2023,24.9356,25.297,23.7532,24.0294
SOL,8/16/2023,24.0294,24.0374,22.3624,22.7406
