ticker,date,open,high,low,close
AVAX,6/25/2023,12.9381,13.6852,12.9084,13.4642
AVAX,6/26/2023,13.4573,13.6906,12.9915,13.0059
AVAX,6/27/2023,12.9977,13.475,12.9723,13.2335
AVAX,6/28/2023,13.234,13.289,12.1046,12.3798
AVAX,6/29/2023,12.3801,12.9587,12.2611,12.6688
AVAX,6/30/2023,12.6683,13.3275,12.1877,12.9858
AVAX,7/1/2023,13.009,13.1554,12.8351,12.9301
AVAX,7/2/2023,12.93,13.1012,12.709,13.0396
AVAX,7/3/2023,13.0411,13.4495,12.9906,13.1908
AVAX,7/4/2023,13.1971,13.4035,13.0123,13.1049
AVAX,7/5/2023,13.1119,13.1503,12.491,12.6321
AVAX,7/6/2023,12.632,13.11,12.251,12.5588
AVAX,7/7/2023,12.5567,12.758,12.2707,12.7112
AVAX,7/8/2023,12.7012,13.8809,12.6628,13.6107
AVAX,7/9/2023,13.6221,14.2017,13.5723,13.6426
AVAX,7/10/2023,13.6426,13.8509,13.2237,13.387
AVAX,7/11/2023,13.3926,13.6893,13.1812,13.2425
AVAX,7/12/2023,13.1728,13.3677,12.8584,12.9549
AVAX,7/13/2023,12.9596,14.1852,12.8983,13.8255
AVAX,7/14/2023,13.8255,15.9552,13.8255,14.4272
AVAX,7/15/2023,14.527,15.3545,14.4254,15.0246
AVAX,7/16/2023,14.7526,14.9344,14.2769,14.4265
AVAX,7/17/2023,14.4169,14.6236,13.8632,14.3227
AVAX,7/18/2023,14.3323,14.5824,13.6209,13.7729
AVAX,7/19/2023,13.7829,14.27,13.6635,14.0333
AVAX,7/20/2023,14.04,14.4199,13.6789,13.8919
AVAX,7/21/2023,13.8987,14.0691,13.7291,13.9202
AVAX,7/22/2023,13.9202,14.0517,13.6319,13.7015
AVAX,7/23/2023,13.7049,13.7496,13.3335,13.4897
AVAX,7/24/2023,13.4898,13.6091,12.8088,13.072
AVAX,7/25/2023,13.0718,13.5267,13.0384,13.382
AVAX,7/26/2023,13.385,13.4596,13.0681,13.3461
AVAX,7/27/2023,13.3304,13.4299,13.027,13.1615
AVAX,7/28/2023,13.1566,13.2958,13.0057,13.2298
AVAX,7/29/2023,13.2395,13.2965,13.1498,13.2301
AVAX,7/30/2023,13.23,13.4095,12.9257,13.0687
AVAX,7/31/2023,13.0651,13.2747,12.6877,12.7959
AVAX,8/1/2023,12.7977,12.888,12.4171,12.7417
AVAX,8/2/2023,12.7369,12.9559,12.4229,12.5431
AVAX,8/3/2023,12.543,12.6289,12.3486,12.5199
AVAX,8/4/2023,12.5198,12.6079,12.2637,12.4218
AVAX,8/5/2023,12.392,12.4502,12.2721,12.4062
AVAX,8/6/2023,12.4161,12.7004,12.3839,12.591
AVAX,8/7/2023,12.591,12.7446,12.215,12.4056
AVAX,8/8/2023,12.4154,12.7872,12.3743,12.748
AVAX,8/9/2023,12.7434,12.7936,12.4884,12.5492
AVAX,8/10/2023,12.5495,12.6524,12.4565,12.5066
AVAX,8/11/2023,12.5066,12.5358,12.3364,12.3965
AVAX,8/12/2023,12.3965,12.4825,12.3431,12.3632
AVAX,8/13/2023,12.3631,12.4203,12.2724,12.33
AVAX,8/14/2023,12.3259,12.4445,12.159,12.3157
AVAX,8/15/2023,12.3059,12.3672,11.2925,11.7982
AVAX,8/16/2023,11.8059,11.8534,11.0683,11.2673
AVAX,8/17/2023,11.2673,11.4955,9.9298,10.5139
AVAX,8/18/2023,10.5241,10.995,10.3173,10.7745
AVAX,8/19/2023,10.7745,10.8827,10.5461,10.7626
AVAX,8/20/2023,10.7666,10.9288,10.731,10.8719
AVAX,8/21/2023,10.8792,10.9091,10.1697,10.3985
AVAX,8/22/2023,10.3985,10.4186,9.70995,9.89644
AVAX,8/23/2023,9.88674,10.4658,9.86905,10.2681
AVAX,8/24/2023,10.2678,10.3577,9.97001,10.066
AVAX,8/25/2023,10.066,10.1338,9.88236,9.9945
