ticker,date,open,high,low,close
ICP,6/25/2023,4.22566,4.46907,4.21661,4.31838
ICP,6/26/2023,4.31838,4.36809,4.17654,4.21689
ICP,6/27/2023,4.21288,4.40567,4.16046,4.32478
ICP,6/28/2023,4.32482,4.34939,3.93016,4.02196
ICP,6/29/2023,4.02096,4.13017,3.9916,4.03964
ICP,6/30/2023,4.03952,4.25911,3.80324,4.09161
ICP,7/1/2023,4.09361,4.23787,4.08249,4.172
ICP,7/2/2023,4.176,4.22783,4.085,4.12437
ICP,7/3/2023,4.13037,4.56818,4.13037,4.50532
ICP,7/4/2023,4.50727,4.51659,4.30569,4.36496
ICP,7/5/2023,4.35787,4.45009,4.16733,4.22168
ICP,7/6/2023,4.24364,4.39882,4.09112,4.10463
ICP,7/7/2023,4.10371,4.12941,4.00728,4.10641
ICP,7/8/2023,4.10837,4.15737,3.9652,3.98768
ICP,7/9/2023,3.99464,4.09953,3.98764,4.04173
ICP,7/10/2023,4.04373,4.17954,3.91978,4.13383
ICP,7/11/2023,4.11582,4.176,4.03577,4.07804
ICP,7/12/2023,4.0782,4.226,4.05184,4.08288
ICP,7/13/2023,4.08188,4.40352,4.08188,4.32373
ICP,7/14/2023,4.32373,4.5179,4.12161,4.18705
ICP,7/15/2023,4.18605,4.28433,4.15345,4.19126
ICP,7/16/2023,4.19622,4.22422,4.06175,4.11994
ICP,7/17/2023,4.12094,4.15958,3.97695,4.0997
ICP,7/18/2023,4.0987,4.12282,3.94528,4.06289
ICP,7/19/2023,4.06289,4.14675,4.03188,4.06796
ICP,7/20/2023,4.07196,4.17,4.0056,4.04564
ICP,7/21/2023,4.04596,4.13596,4.01476,4.06108
ICP,7/22/2023,4.06208,4.16642,4.05524,4.16642
ICP,7/23/2023,4.16046,4.32752,4.09249,4.17087
ICP,7/24/2023,4.17092,4.21392,3.94521,3.97556
ICP,7/25/2023,3.97552,4.07488,3.97144,4.02872
ICP,7/26/2023,4.02872,4.12396,3.97836,4.08916
ICP,7/27/2023,4.08816,4.16646,4.05215,4.15688
ICP,7/28/2023,4.16088,4.35926,4.15184,4.33791
ICP,7/29/2023,4.33787,4.38782,4.2777,4.336
ICP,7/30/2023,4.33696,4.37209,4.19804,4.25562
ICP,7/31/2023,4.25562,4.2904,4.18354,4.19529
ICP,8/1/2023,4.17529,4.22358,4.08206,4.18187
ICP,8/2/2023,4.18187,4.27963,4.1015,4.13464
ICP,8/3/2023,4.1376,4.16308,4.0527,4.06371
ICP,8/4/2023,4.06367,4.07213,3.96142,4.01739
ICP,8/5/2023,4.02138,4.0451,4.00439,4.01158
ICP,8/6/2023,4.0172,4.12092,4.00738,4.09005
ICP,8/7/2023,4.11063,4.16899,3.99859,4.10215
ICP,8/8/2023,4.09812,4.16725,4.04973,4.13438
ICP,8/9/2023,4.13438,4.1433,4.03185,4.06542
ICP,8/10/2023,4.06546,4.10304,4.00691,4.02273
ICP,8/11/2023,4.02369,4.04509,3.99756,4.02157
ICP,8/12/2023,4.02557,4.0586,4.01466,4.02474
ICP,8/13/2023,4.02474,4.08597,4.02222,4.0418
ICP,8/14/2023,4.0468,4.12792,4.0147,4.05433
ICP,8/15/2023,4.05433,4.07665,3.60007,3.83674
ICP,8/16/2023,3.83574,3.84888,3.57528,3.62793
ICP,8/17/2023,3.63496,3.82429,3.336,3.35409
ICP,8/18/2023,3.34709,3.53562,3.3273,3.51724
ICP,8/19/2023,3.51549,3.56711,3.46961,3.54008
ICP,8/20/2023,3.53994,3.60278,3.51572,3.58882
ICP,8/21/2023,3.58882,3.60235,3.41986,3.48551
ICP,8/22/2023,3.49044,3.52422,3.25115,3.3429
ICP,8/23/2023,3.34486,3.62947,3.32274,3.60132
ICP,8/24/2023,3.60028,3.70104,3.51396,3.67912
ICP,8/25/2023,3.67912,3.6829,3.45703,3.49604
ICP,8/26/2023,3.49604,3.55433,3.49218,3.54805
ICP,8/27/2023,3.54908,3.65214,3.47133,3.48633
ICP,8/28/2023,3.48633,3.50814,3.42939,3.46723
ICP,8/29/2023,3.46923,3.74104,3.41664,3.6947
ICP,8/30/2023,3.6817,3.70093,3.45424,3.47003
ICP,8/31/2023,3.47,3.49735,3.26584,3.33857
ICP,9/1/2023,3.3446,3.37365,3.18373,3.23232
ICP,9/2/2023,3.23235,3.27838,3.20968,3.24764
ICP,9/3/2023,3.24764,3.28041,3.20162,3.23942
ICP,9/4/2023,3.23942,3.31014,3.20098,3.2281
ICP,9/5/2023,3.2241,3.31864,3.2052,3.29938
ICP,9/6/2023,3.29339,3.36971,3.25447,3.32197
ICP,9/7/2023,3.31801,3.38897,3.30292,3.35529
ICP,9/8/2023,3.35742,3.38531,3.26669,3.28454
ICP,9/9/2023,3.28454,3.30707,3.25286,3.26899
ICP,9/10/2023,3.26495,3.27305,3.04027,3.11082
ICP,9/11/2023,3.10985,3.12084,2.91313,2.94306
ICP,9/12/2023,2.93906,3.08077,2.93365,2.98576
ICP,9/13/2023,2.98973,2.99073,2.86754,2.94359
ICP,9/14/2023,2.93759,2.98197,2.90271,2.94485
ICP,9/15/2023,2.94285,2.99997,2.88697,2.96606
ICP,9/16/2023,2.96791,3.10106,2.96103,2.99027
ICP,9/17/2023,2.99127,3.00842,2.88155,2.9017
ICP,9/18/2023,2.9037,3.0303,2.89958,2.98551
ICP,9/19/2023,2.98048,3.059,2.97156,3.00842
